frame.len,frame.time_delta,ip.hdr_len,ip.len,ip.flags.mf,ip.flags.rb,ip.flags.df,ip.ttl,ip.proto,udp.length,tcp.srcport,tcp.dstport,tcp.len,tcp.ack,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,arp.opcode,arp.hw.size,arp.pro.size,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,mqtt.msg,mqtt.msgtype,mqtt.retain,mqtt.proto_le,mqtt.hdrflags,mqtt.conflags,coap.code,coap.type,modbus.func_code,modbus.regval_uint16,modbus.reference_num,http.content_length,http.request.method,dns.count.answers,mbtcp.len,label
1441,0.14651916233853504,20,1425,0,0,1,60,1,40,0,0,44,8766328,0,0,0,0,0,0,0,0,42071,36,347785408,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,Password
332,0.04927716174192538,20,329,0,0,0,32,6,0,13655,9560,747,1343834433,0,1,1,1,1,0,0,0,0,0,0,47,5,1,2,42,242,0,0,0,287,0,70,0,0,0,Scanning
1352,0.5227301033697105,20,1326,0,0,0,58,17,112,62426,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,96,0,0,4,Normal
311,1.220265000072609,20,254,0,0,1,32,6,9,27981,8353,1120,0,0,1,0,1,1,0,0,0,813,5,0,0,0,0,0,2,0,0,0,0,847,0,2918,0,0,0,Normal
199,0.6859533344204605,20,170,0,0,0,60,6,0,51669,7800,195,451372203,1,0,0,1,1,0,0,0,780,1,0,0,0,0,0,0,0,0,0,0,767,317,1950,2,0,0,Normal
827,0.8921372494233455,20,834,0,0,1,32,6,0,6258,0,784,1229800752,1,1,1,1,1,0,0,0,886,0,0,0,0,0,0,3,2,0,0,0,593,26,772,3,0,1,Normal
1386,0.4949881382387944,20,1404,0,0,0,63,17,104,60645,802,5,0,0,0,0,0,0,0,0,0,191,0,18574077,1,0,0,0,0,0,0,0,0,71,0,146,0,0,1,Normal
209,0.19204553823049675,20,203,0,0,1,32,6,0,33952,4612,1281,240450939,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
255,0.8836782919838193,20,286,0,0,0,119,6,16,28817,0,567,1111737860,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,357,556,0,0,0,1,DoS_TCP
1297,1.457103670596302,20,1257,0,0,0,59,6,0,16432,7976,782,1928293885,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,103,540,4,0,0,Backdoor
172,0.264486,20,158,0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19558,242,534202492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DoS_TCP
108,0.6974936115057936,20,98,0,0,1,249,1,7,2362,118,27,0,0,0,0,0,0,0,0,0,16311,159,471277941,0,0,0,0,0,0,0,0,0,394,79,0,0,0,0,Normal
184,1.3474210039167758,20,138,0,0,0,32,17,605,21229,40,12,0,0,0,0,0,0,0,0,0,1625,1,0,0,0,0,0,0,0,0,0,0,0,240,0,0,1,2,Normal
1069,0.17670053475275857,20,1024,0,0,0,66,6,0,4762,1145,777,2077456284,1,0,1,1,1,0,0,0,0,3,24340610,0,0,0,0,0,0,0,0,0,0,604,948,4,0,0,Normal
673,1.292228,20,659,0,0,1,32,6,0,5806,80,323,1888091245,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,2,0,0,DoS_TCP
1017,0.5435505426239531,20,982,0,0,1,61,6,17,20260,54025,1342,489211080,0,0,1,1,1,0,0,0,598,0,4686938,0,0,0,0,1,0,0,0,0,0,89,0,0,0,2,Password
455,0.5776378844954797,20,453,0,0,0,32,6,19,60480,1432,943,2078151888,0,1,0,0,1,0,0,0,313,0,0,1,0,0,0,2,0,0,0,0,62,0,3713,1,0,1,Scanning
202,0.7420460873214932,20,177,0,0,1,254,17,1382,26716,1231,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,208,0,2916,3,0,1,Normal
1333,0.39366889168587027,20,1348,0,0,1,255,1,21,0,222,34,462210,0,0,0,0,0,0,0,0,37694,31,659176744,1,0,0,0,3,0,0,0,0,0,0,85,0,0,2,Normal
120,1.1120797977463246,20,58,0,0,1,121,6,0,52096,393,108,1222401043,0,1,0,1,1,0,0,0,263,0,0,0,0,0,0,1,0,0,0,8,20804,6477,0,0,0,178,Normal
1022,1.1593880402461367,20,1023,0,0,0,127,6,7,60234,1355,383,1613616011,1,0,0,1,1,0,0,0,319,0,17140174,0,0,0,0,0,0,0,0,11,4902,38283,0,0,0,118,Normal
1341,0.6036853330529056,20,1306,0,0,1,126,6,51,38107,8055,815,463235794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,121,1508,4,0,0,Normal
1410,1.240952714918238,20,1387,0,0,0,34,6,4,57193,8075,194,543779687,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,234,289,4171,1,0,3,Normal
420,0.883425,20,406,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46769,114,714609188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
594,0.6019744211054409,20,600,0,0,1,131,6,7,37256,33,537,2017500696,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,69,326,0,0,0,1,Normal
1207,0.1991442394069018,20,1153,0,0,0,127,6,8,55039,8215,960,1568802322,0,0,1,0,1,0,0,0,0,0,1101400,22,5,0,0,85,141,0,0,0,452,0,89,0,0,3,DoS_UDP
877,1.1880534375668106,20,881,0,0,1,33,6,15,64535,8718,791,2053615637,1,0,0,0,1,0,0,0,0,0,18584910,8,14,0,0,210,252,0,0,0,0,291,12,0,0,0,Normal
640,1.4178091748417452,20,650,0,0,1,255,6,0,30356,8440,1227,1436713169,1,0,1,1,1,0,0,0,200,0,0,0,0,0,0,0,2,0,0,0,890,0,1620,1,0,0,Normal
856,0.9095530842257742,20,821,0,0,1,57,1,5,327,422,14,25942079,0,0,0,0,0,0,0,0,21201,101,858513108,0,0,0,0,3,1,0,0,0,319,494,67,0,0,1,Normal
254,0.11871228596365128,20,191,0,0,0,32,17,931,65331,0,0,0,0,0,0,0,0,0,0,0,725,0,4559300,0,0,0,0,0,0,0,0,0,657,0,2356,0,0,0,Normal
1211,0.08483791369739688,20,1213,0,0,0,126,17,1003,35532,5254,6,22627313,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,4,1,0,0,485,0,0,0,0,Normal
389,0.557766,20,375,0,0,0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47242,128,88498371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
688,1.0656178258640046,20,698,0,0,1,35,17,1258,46196,0,7,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,14,1447,0,0,0,Normal
1198,0.6762131177107921,20,1208,0,0,1,32,6,0,11456,9196,798,9123480,0,0,1,1,1,0,0,0,0,2,14196799,5,4,1,5,45,105,0,0,0,0,669,0,0,0,1,Normal
592,0.767832858202842,20,590,0,0,0,64,6,0,3714,37,652,333736124,0,0,0,0,1,0,0,0,0,0,3547088,0,0,0,0,1,0,0,0,0,616,154,1669,1,0,2,DoS_TCP
1363,1.1505006575402756,20,1365,0,0,1,57,6,0,15975,8795,990,1772258622,1,0,0,1,1,0,0,0,219,0,0,52,4,0,5,11,195,0,0,0,0,0,0,0,0,1,Normal
1002,0.6372846921093704,20,1007,0,0,0,118,6,7,64132,0,464,853094073,0,0,1,0,1,0,0,0,0,0,717435,0,0,0,0,4,0,0,0,0,62,459,97,0,0,2,Normal
602,0.30488179010519606,20,604,0,0,1,123,2,14,0,242,0,52222796,0,0,0,0,0,0,0,0,11519,101,451835044,0,0,0,0,5,0,0,0,0,158,214,0,0,0,0,Normal
720,0.3779002470740913,20,693,0,0,0,37,17,1376,45578,9533,35,28456984,0,0,0,0,0,0,0,0,0,0,0,98,9,0,3,47,162,0,0,0,0,405,88,0,0,0,Normal
577,0.7575669442690676,20,566,0,0,0,58,6,27,47598,0,1026,1609522191,1,1,0,1,1,0,0,0,0,0,7915875,0,0,0,0,0,1,0,0,0,35,0,1581,2,0,0,Scanning
175,0.9742746940639846,20,136,0,0,1,59,17,895,8886,20371,47,0,0,0,0,0,0,0,0,0,1008,2,7972245,0,0,0,0,0,5,0,0,0,0,1174,0,0,0,2,Normal
129,0.9716105837774553,20,68,0,0,1,128,1,0,0,184,32,0,0,0,0,0,0,0,0,0,1789,23,967532781,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,DoS_UDP
1103,0.553106,20,1089,0,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59233,19,61085229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Port_Scanning
996,1.427733,20,982,0,0,1,32,17,1152,3160,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Port_Scanning
1446,0.1354178138192435,20,1414,0,0,1,66,1,28,1042,539,0,89588766,0,0,0,0,0,0,0,0,43011,35,345234105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Password
1233,0.7314659276836868,20,1242,0,0,1,60,6,0,64521,0,396,1455547360,1,1,1,0,1,0,0,0,1063,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Normal
1277,0.15104227437055576,20,1272,0,0,1,61,6,0,36372,650,1234,746897384,0,1,0,0,1,0,0,0,384,0,0,0,0,0,0,2,0,0,0,0,133,475,15,0,0,1,MITM_Attack
1445,1.1472046864907952,20,1366,0,0,0,32,6,18,5087,0,205,923951394,1,1,1,1,1,0,0,0,699,1,0,0,0,0,0,0,0,0,0,0,939,0,2582,2,0,2,Normal
1098,0.6974494323154805,20,1093,0,0,0,251,6,0,36725,7641,1088,93178536,0,1,0,1,1,0,0,0,494,0,0,0,0,0,0,4,0,0,0,0,299,0,3063,3,0,1,Normal
981,0.7996019328092804,20,942,0,0,1,62,1,0,1168,47,0,25610081,0,0,0,0,0,0,0,0,30801,197,236451032,0,0,0,0,1,0,0,0,0,268,272,0,0,0,0,Fingerprinting
1251,0.5017019338968898,20,1221,0,0,1,40,17,344,22684,0,4,27626858,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,310,0,0,0,0,Normal
329,0.44282192841065726,20,301,0,0,1,255,1,4,1581,0,7,0,0,0,0,0,0,0,0,0,62087,233,629084119,0,0,0,0,2,1,0,0,0,0,242,0,0,0,1,Normal
429,1.3945369461858035,20,415,0,0,0,121,17,1157,35219,9023,34,16228704,0,0,0,0,0,0,0,0,0,3,28569551,75,4,0,4,86,213,0,0,0,369,0,0,0,0,0,Backdoor
1063,1.1508471232723498,20,1060,0,0,1,128,6,17,6124,0,421,1267872315,0,1,0,1,1,0,0,0,247,0,10861326,0,0,0,0,0,0,0,0,0,0,0,3762,4,0,0,Normal
1177,0.5179599690444715,20,1130,0,0,1,57,6,0,14039,8553,943,127178434,0,0,1,1,1,0,0,0,0,4,19957579,0,0,0,0,4,6,0,0,0,0,0,1201,0,0,0,Normal
290,0.21890446232887492,20,192,0,0,1,32,6,13,12118,648,154,497713810,1,1,1,0,1,0,0,0,707,0,1389326,0,0,0,0,1,0,0,0,5,0,19394,0,0,0,179,Normal
1120,0.129578,20,1106,0,0,1,64,17,960,63550,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,2,0,0,MITM_Attack
992,0.8388513975685391,20,970,0,0,0,32,1,12,26,0,18,0,0,0,0,0,0,0,0,0,1062,25,292601266,1,0,0,0,0,0,0,0,0,0,882,0,0,0,0,Normal
312,0.6270443694455806,20,303,0,0,0,124,6,16,8391,178,1403,995555212,1,0,0,0,1,0,0,0,0,2,1170950,0,0,0,0,4,1,0,0,0,85,0,0,0,0,0,DoS_TCP
1188,0.5031239404397697,20,1250,0,0,1,32,17,350,23519,549,19,66117984,0,0,0,0,0,0,0,0,186,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Normal
251,1.1921790047068224,20,220,0,0,1,117,6,0,28366,913,313,157921051,0,0,0,1,1,0,0,0,0,0,6771642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DoS_UDP
407,0.002932,20,439,0,0,0,32,6,0,52329,316,575,1230559013,0,1,0,1,1,0,0,0,98,5,5947781,1,0,0,0,2,2,0,0,0,147,66,3895,0,0,0,Normal
506,0.5135351703732419,20,520,0,0,1,132,6,0,56412,9368,1159,1193779930,0,0,0,0,1,0,0,0,13,1,5759945,68,4,0,0,52,210,0,0,0,572,185,0,0,0,0,Normal
571,0.877973276674024,20,561,0,0,0,118,1,2,0,701,0,0,0,0,0,0,0,0,0,0,19868,166,86920554,0,0,0,0,3,0,0,0,0,0,112,0,0,0,0,Normal
882,0.2693827946173159,20,863,0,0,1,127,1,9,0,0,35,7422309,0,0,0,0,0,0,0,0,26196,106,72750583,0,0,0,0,3,0,0,0,0,719,10,0,0,0,0,Fingerprinting
546,0.20845846729128253,20,570,0,0,1,124,17,1362,48537,46,0,5415932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105,31,0,0,0,0,DoS_UDP
886,0.6304102610977426,20,883,0,0,0,255,6,0,57565,574,1342,875178934,1,1,1,0,1,0,0,0,0,3,7601177,1,0,0,0,0,1,0,0,0,184,148,4821,1,0,1,Normal
1005,1.1614887446614692,20,973,0,0,0,60,6,8,44316,13278,67,230664395,1,0,0,0,1,0,0,0,0,4,18359958,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,Normal
536,0.9848841675874945,20,554,0,0,0,130,6,0,49206,254,419,69754148,0,0,1,0,1,0,0,0,0,1,25315050,0,0,0,0,0,3,0,0,0,242,0,6,0,0,0,Normal
1350,1.2090627073922147,20,1382,0,0,0,32,6,2,58491,7752,231,508328820,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,833,4205,1,0,0,Normal
572,0.04610697510338508,20,570,0,0,1,125,6,0,6599,9203,798,1776476684,0,0,1,1,1,0,0,0,541,0,0,20,8,1,3,158,250,0,0,0,246,0,0,0,0,2,Normal
578,0.75136672372184,20,613,0,0,1,58,6,16,42597,31712,381,247934638,1,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,Normal
687,0.9027295218530789,20,662,0,0,1,61,17,1071,13756,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,34,0,0,3,DoS_TCP
72,0.9781115432570517,20,87,0,0,1,32,1,13,0,0,0,0,0,0,0,0,0,0,0,0,49485,253,432895331,1,0,0,0,0,1,0,0,0,924,0,0,0,0,3,Normal
1143,0.4204396936741653,20,1119,0,0,0,124,6,15,22566,61598,643,715182095,1,1,1,1,1,0,0,0,0,1,1443550,1,0,0,0,3,2,0,0,0,658,0,32,0,0,1,Ransomware
863,1.0332193627042472,20,843,0,0,1,255,6,0,28227,1412,1337,617437709,1,1,0,1,1,0,0,0,0,0,6881803,0,0,0,0,0,0,0,0,13,41766,39016,37,0,0,194,DoS_TCP
575,1.2878758044138086,20,572,0,0,0,128,6,0,42474,8563,503,578374692,1,0,0,0,1,0,0,0,397,2,16967067,0,0,0,0,2,3,0,0,0,1210,0,4961,2,0,3,Normal
1486,0.9041691938496227,20,1448,0,0,0,32,1,0,354,0,0,19666042,0,0,0,0,0,0,0,0,49391,216,810275211,0,0,0,0,0,2,0,0,0,882,92,0,0,0,0,DoS_TCP
199,1.04714686836808,20,149,0,0,1,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43509,2,115277226,0,0,0,0,0,1,0,0,0,461,69,42,0,0,2,Normal
387,0.002932,20,383,0,0,1,59,6,7,15424,301,1126,1163741427,0,1,1,0,1,0,0,0,322,0,12578468,1,0,0,0,1,1,0,0,18,19044,15862,183,0,0,18,Normal
613,0.6439029346851913,20,574,0,0,1,67,1,0,0,1150,21,0,0,0,0,0,0,0,0,0,57749,195,805946649,1,0,0,0,0,0,0,0,0,291,385,0,0,0,3,Normal
1073,0.391692,20,1059,0,0,0,32,6,0,24042,502,207,2059390655,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38654,2631,0,0,0,87,Normal
217,0.2718615366548696,20,178,0,0,0,59,1,0,1027,493,0,5087939,0,0,0,0,0,0,0,0,24942,191,358144232,1,0,0,0,0,0,0,0,0,0,0,131,0,0,2,MITM_Attack
1117,0.7801513890272516,20,1081,0,0,1,67,6,3,36620,689,1363,972847617,1,1,1,0,1,0,0,0,0,5,1226089,0,0,0,0,0,0,0,0,21,32660,33952,67,0,0,223,MITM_Attack
1180,0.5899487179983065,20,1141,0,0,0,133,17,554,15133,8798,24,0,0,0,0,0,0,0,0,0,899,0,15651843,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,6,DoS_UDP
1270,0.6657504525543138,20,1303,0,0,0,62,6,1,4879,9272,1055,536317555,0,1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,3656,4,0,0,Normal
150,0.5890384532686271,20,145,0,0,0,122,6,0,55706,5678,1056,412142375,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,3,3,0,0,0,0,0,0,0,MITM_Attack
168,0.02886969407298088,20,161,0,0,0,34,6,0,37815,1163,658,1775349142,1,0,1,0,1,0,0,0,794,0,0,0,0,0,0,0,0,0,0,0,319,523,2969,2,0,2,Normal
1171,0.109379,20,1157,0,0,1,32,17,912,15336,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,Normal
977,0.07390855352436067,20,1006,0,0,1,255,17,193,31048,646,7,43272862,0,0,0,0,0,0,0,0,1111,2,22889231,0,0,0,0,0,0,0,0,0,0,452,2491,4,0,0,Normal
1385,1.2648755746415703,20,1318,0,0,0,252,6,48,2260,48344,795,371175475,0,1,1,1,1,0,0,0,0,1,2224989,0,0,0,0,0,0,0,0,0,175,0,0,0,0,1,Normal
1224,0.6803550599580006,20,1190,0,0,0,61,1,0,280,0,0,23593276,0,0,0,0,0,0,0,0,4167,59,568972002,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,Normal
1463,1.2601291138073765,20,1434,0,0,1,65,6,16,58640,474,571,569217671,1,1,0,1,1,0,0,0,175,5,509839,0,0,0,0,1,5,0,0,0,0,0,526,3,0,0,Normal
776,0.4524658890514475,20,717,0,0,0,62,6,21,53484,366,1231,1876971219,0,1,0,0,1,0,0,0,0,0,7780613,0,0,0,0,1,0,0,0,0,0,134,384,3,0,0,Normal
1387,0.7846751909601802,20,1423,0,0,0,121,1,0,0,0,11,39845594,0,0,0,0,0,0,0,0,39425,95,167431197,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Normal
711,0.6685952346308096,20,729,0,0,1,32,6,0,57474,1514,559,486597902,1,1,1,0,1,0,0,0,493,0,1772667,1,0,0,0,1,1,0,0,8,6872,36789,61,0,0,240,Ransomware
936,0.207592,20,922,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6014,4,914826667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Password
1446,0.017942,20,1432,0,0,0,120,6,0,16870,48124,399,1449150306,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
1184,1.420891284010097,20,1193,0,0,1,255,6,0,15513,5304,843,593843042,0,1,0,1,1,0,0,0,0,0,6556412,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,DoS_TCP
409,0.863090032347687,20,379,0,0,1,64,6,8,10095,533,973,293601040,1,0,0,0,1,0,0,0,52,0,8761868,0,0,0,0,2,0,0,0,23,61778,21087,0,0,0,163,Normal
1020,0.7721492351231105,20,983,0,0,1,66,1,0,1051,0,0,0,0,0,0,0,0,0,0,0,29713,204,245744221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fingerprinting
1421,0.19981265955563426,20,1419,0,0,1,129,1,0,371,0,39,10254858,0,0,0,0,0,0,0,0,24299,161,765729717,2,0,0,0,3,0,0,0,0,465,414,18,0,0,0,Normal
1297,0.06258315990607191,20,1230,0,0,1,63,6,0,17217,453,51,332365494,0,1,0,0,1,0,0,0,1071,0,0,2,0,0,0,0,1,0,0,0,0,207,2789,0,0,0,Normal
359,0.40658040799641654,20,345,0,0,1,64,6,6,34404,6359,874,1361273593,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,Normal
1173,0.13035395310264936,20,1119,0,0,1,69,6,1,34542,450,1412,754506923,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28133,50055,35,0,0,154,Fingerprinting
1369,0.3751886131576488,20,1371,0,0,1,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35584,36,664405605,1,0,0,0,1,0,0,0,0,1107,171,47,0,0,1,Normal
284,1.2536313916953346,20,259,0,0,1,33,6,0,27876,7500,1120,13598745,0,1,0,1,1,0,0,0,956,2,0,0,0,0,0,1,0,0,0,0,0,0,2879,0,0,0,Normal
656,1.4407841118917584,20,684,0,0,0,118,6,0,46377,466,368,14196072,1,0,0,1,1,0,0,0,451,0,0,0,0,0,0,4,0,0,0,0,244,476,0,0,0,0,Fingerprinting
168,0.48578666122053854,20,194,0,0,0,59,6,0,29036,10135,25,1655851676,1,0,0,0,1,2,6,4,0,0,0,91,2,0,0,240,17,0,0,0,0,157,16,0,0,0,Normal
1385,0.483317812693346,20,1347,0,0,0,54,17,92,61482,1085,0,0,0,0,0,0,0,0,0,0,641,0,1092847,0,0,0,0,0,2,0,0,0,820,383,0,0,0,0,Normal
805,0.4213589314867952,20,779,0,0,1,114,6,0,5863,0,77,1049866285,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,485,481,0,0,0,0,Password
177,0.7859936031320569,20,157,0,0,0,252,17,106,25062,5382,21,0,0,0,0,0,0,0,0,0,0,0,3515230,0,0,0,0,0,0,4,0,0,943,972,61,0,0,0,Normal
677,0.330889,20,663,0,0,0,64,6,0,51216,8883,1222,993062551,0,1,0,1,1,0,0,0,0,0,0,55,7,0,1,199,193,0,0,0,0,0,0,0,0,0,Password
1001,0.7621475799268538,20,976,0,0,1,65,1,23,1479,0,9,37036837,0,0,0,0,0,0,0,0,29392,196,264183707,0,0,0,0,1,3,0,0,0,244,552,0,0,0,3,Fingerprinting
601,0.3647925488240551,20,553,0,0,0,124,6,0,9249,878,20,436393109,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2231,4,0,1,MITM_Attack
1255,0.3513224536386689,20,1249,0,0,0,115,1,0,0,277,0,0,0,0,0,0,0,0,0,0,33846,183,758923772,0,0,0,0,0,2,0,0,0,533,0,0,0,0,0,Normal
618,1.258064444452612,20,572,0,0,1,132,17,624,5682,161,19,0,0,0,0,0,0,0,0,0,454,6,3775973,0,0,0,0,0,2,0,0,0,984,853,0,0,0,0,Scanning
127,0.9834125662052312,20,124,0,0,1,64,17,891,8124,20376,0,32818353,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,5,0,0,0,534,0,0,0,0,0,Normal
359,0.4828993733838832,20,334,0,0,1,254,6,0,1953,8097,185,791868581,1,0,0,1,1,0,0,0,529,0,0,0,0,0,0,1,1,0,0,0,0,515,3320,3,0,4,Normal
415,0.9832733338944742,20,384,0,0,0,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35713,30,517411352,0,0,0,0,0,0,0,0,0,0,629,50,0,0,0,Normal
1465,0.5647253150825772,20,1389,0,0,1,117,6,0,33914,7962,957,1984752453,1,0,1,0,1,0,0,0,777,1,4295319,2,0,0,0,0,1,0,0,0,156,680,1981,3,0,0,Normal
1156,1.1661121863126096,20,1124,0,0,1,121,17,723,23520,26292,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,36,0,0,0,0,1,Normal
1454,0.7131372535226487,20,1427,0,0,0,65,6,0,50434,1159,332,965489758,0,0,0,0,1,0,0,0,168,3,6143882,1,0,0,0,0,0,0,0,12,7856,62742,10,0,0,180,Ransomware
1256,0.465838579637009,20,1231,0,0,1,32,17,365,22689,0,17,0,0,0,0,0,0,0,0,0,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
1421,0.7788832276921676,20,1373,0,0,0,116,1,26,1500,233,0,34804005,0,0,0,0,0,0,0,0,39329,94,185034487,1,0,0,0,0,0,0,0,0,0,586,0,0,0,0,Normal
365,0.4618370693987153,20,380,0,0,1,251,5,0,6611,8862,268,801123378,1,0,0,1,1,0,0,0,0,8,16845018,0,0,0,0,0,1,0,0,0,0,0,3441,3,0,0,Normal
438,0.6463267675120403,20,445,0,0,0,32,6,0,42308,1219,1138,701584481,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,MITM_Attack
254,0.3925470779536189,20,232,0,0,0,116,17,839,17162,5747,0,17610210,0,0,0,0,0,0,0,0,502,0,19050008,0,0,0,0,2,0,5,2,0,742,0,0,0,0,0,Scanning
1131,1.2737394649868117,20,1174,0,0,0,59,17,445,1074,16,0,19455025,0,0,0,0,0,0,0,0,1067,3,0,0,0,0,0,2,0,0,0,0,0,129,1718,3,0,0,DoS_UDP
1045,0.6631125862909469,20,967,0,0,0,119,6,12,28257,5020,857,463036043,0,1,0,1,1,0,0,0,375,0,0,0,0,0,0,0,1,5,2,0,0,400,0,0,0,4,Normal
1081,0.2933308672804864,20,1074,0,0,1,58,16,234,26359,8162,15,26755784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,211,2165,3,0,1,Normal
102,0.4323544836288789,20,124,0,0,0,37,6,0,62270,0,940,1390357741,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,288,0,0,0,0,0,MITM_Attack
901,1.2590338087635853,20,909,0,0,0,61,6,30,63478,0,1361,1199759613,0,0,1,1,1,0,0,0,0,3,0,1,0,0,0,2,3,0,0,0,0,0,1383,1,0,0,Normal
179,0.7921605100620482,20,197,0,0,1,125,6,5,64291,1251,973,1990395591,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,186,457,0,0,4,Fingerprinting
519,0.44985588613952276,20,527,0,0,1,34,6,31,31797,426,888,1411499472,1,1,1,0,1,0,0,0,0,0,9522018,1,0,0,0,2,3,0,0,0,325,718,47,0,0,0,Normal
626,0.3932764595714195,20,605,0,0,0,128,6,3,12139,37,42,451702796,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,448,771,2345,4,0,0,MITM_Attack
769,0.4691585254244488,20,821,0,0,1,119,6,7,49251,10107,1262,2068563671,0,0,1,1,1,0,0,0,646,4,0,39,13,1,5,106,249,0,0,0,474,0,7,0,0,4,Normal
383,0.26001924968594403,20,303,0,0,0,130,6,3,55487,190,1443,1882347908,0,1,1,1,1,0,0,0,941,0,15186766,0,0,0,0,3,0,0,0,0,286,0,99,0,3,0,Normal
376,0.128047,20,362,0,0,1,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8799,46,893108266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DoS_UDP
1113,0.6338496128079213,20,1110,0,0,1,123,6,5,21353,557,1033,459315239,1,1,1,0,1,0,0,0,0,0,14387877,2,0,0,0,3,0,0,0,17,35367,63329,0,0,0,122,Normal
