srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.172.80.137,21229,175.226.180.232,386,tcp,CON,25.188766562180888,55903,82191,254,128,4,1,-,5659122.266517303,2232584.4179083947,199,146,32642,45051,4196569231,1659106103,105.12506269629168,582.126494502808,5,277,96.7166699259389,58.251877668855364,1422460907,1422502266,62.3099139733859,436.6341056103053,0.007079734738694886,0.2966839252426994,0.06850031727584407,0,2,0,0,0,1,9,18,18,9,10,19,Normal,0
175.133.116.124,56471,175.190.147.198,21,tcp,INT,10.507010904372615,59412,21949,65,125,1,1,smtp,8322008.582830694,6843313.752839764,171,34,22156,31909,458102940,4266283709,250.44407590156808,645.5370758062365,4,1016,44.25848560374806,35.59367955118015,1422146882,1422155825,292.76810789230507,21.946785295883274,0.1758568214469377,0.10234234999549288,0.11239587096507128,0,4,0,0,0,6,18,10,4,1,7,16,Normal,0
175.66.222.163,64842,175.219.206.110,51,tcp,REQ,0.140074,69418,26105,132,36,2,4,ftp,1599811.4858681958,6894732.809540031,164,182,32479,28766,1454101203,606629916,644.4524256129671,367.0368376338214,3,4083,56.86686202411867,17.457878635391648,1421981713,1421988280,143.52828269155458,147.54682323926215,0.3659303911061662,0.18127746863415095,0.1034572643440483,0,5,0,0,0,11,15,12,7,3,7,1,Generic,1
175.234.235.230,16664,175.14.246.30,1522,udp,CON,18.96283341512365,29186,88409,73,128,3,2,-,5216039.282676465,199419.7193690166,70,62,917,2281,23693817,18841782,399.37486366640076,1579.4877724856988,2,663,39.97023025522929,75.7251539368959,1422297733,1422303235,43.0104085970806,462.05807354543236,0.003926565355113809,0.0,0.002597699116881901,0,3,0,0,0,11,12,6,19,5,3,7,Normal,0
175.17.89.176,51307,175.215.55.22,455,tcp,CON,2.3857554226857336,56513,15756,254,62,5,1,-,2404945.099997691,5128906.3639108585,143,171,42096,59875,2471300640,4068276126,255.32588123403423,4.945761116142279,3,1363,61.91013690343136,80.93123715485707,1422223363,1422219850,156.29488340008658,300.3342108310109,0.46626249228189787,0.2479510188111806,0.250955335102231,0,1,0,0,0,13,10,13,18,8,2,19,Exploits,1
175.62.69.219,59928,175.37.231.45,103,udp,REQ,29.47069885946161,89609,42291,124,32,4,4,ssh,3001916.412558868,2968898.606783764,45,185,0,0,0,23733357,2249.151008785956,100.91584757960445,5,1424,83.71140207614032,51.9213628084227,1422058400,1422077025,491.0617709876135,398.6725597723152,0.01815469107984459,0.004312947001838848,0.0016693537327843453,0,1,0,0,0,16,1,12,18,10,6,15,Normal,0
175.17.89.176,52047,175.215.55.22,873,tcp,CON,1.9718922136416244,52564,14021,254,55,5,1,-,2627547.3257193747,4970942.400951709,142,167,42285,60243,2350515796,4129675019,560.7967423073281,130.31877014659537,3,1331,61.10613741252389,77.14354101800868,1422234189,1422205443,151.33432115130796,324.85086475211733,0.4503928525780968,0.2409148015655627,0.2511657234105463,0,1,0,0,0,13,10,13,19,8,2,19,Exploits,1
175.63.221.38,53565,175.11.94.37,751,udp,RST,7.356852169227358,65467,96606,67,254,3,2,-,2931127.189296036,1033364.8335708964,146,128,409,0,54563381,132043457,639.1599756102065,541.29390020637,2,2234,38.25915575172939,69.45554009098849,1422038592,1422052061,233.28629843793152,401.4804417615946,0.0,0.001932005435138071,0.001721930086645313,0,1,0,0,0,1,10,16,5,10,7,1,Normal,0
175.104.217.143,22229,175.93.51.73,18201,udp,REQ,16.005885320070444,79524,51343,254,251,1,3,http,9689334.826003078,6703256.902953572,54,108,504,0,0,55844199,1405.247949050158,430.27402867815186,3,3697,74.40429571945567,30.127095218228348,1422367403,1422385109,78.71816812102179,4.559849239312738,0.0030189469909638503,0.0,0.010429150142670282,0,2,4,0,0,6,12,10,7,2,9,7,Backdoor,1
175.133.116.124,56122,175.190.147.198,717,tcp,INT,11.384232419224707,58554,20483,70,128,1,1,smtp,8558626.92198541,6879095.538571173,171,38,22143,31296,478712195,4260265053,515.9214337705447,247.03417670164714,4,1092,41.66186181089946,36.39208404974922,1422147722,1422139967,284.5444337571136,28.180986298594362,0.16424814311350977,0.1079640688755045,0.11276326455617622,0,4,0,0,0,6,18,10,4,1,7,16,Normal,0
175.110.17.229,5128,175.110.226.179,157,udp,INT,24.939635922665534,82195,86500,32,254,5,2,smtp,4259776.178829601,5830842.264266622,15,196,0,0,54831641,0,6445.852423050635,307.4010309786437,3,1653,92.1766215931526,38.43869945702505,1422172008,1422214199,91.89311588381827,1.366,0.010170804978641427,0.0,0.0013922008930259309,0,0,0,0,0,1,12,7,4,4,2,6,Fuzzers,1
175.97.188.209,57933,175.2.26.67,115,tcp,CON,3.9625052346576983,38093,8769,132,126,5,4,ftp,7852553.208728896,3788938.4446868296,183,43,17290,61032,446465303,3854331943,217.4932402966311,102.13135838650365,5,3620,68.65299659045057,51.33249215721889,1422164655,1422178903,299.50251279707174,324.29041114516264,0.48875568746477377,0.09414584438537214,0.22426530144519577,0,1,0,1,2,3,12,18,8,4,2,3,Generic,1
175.30.252.65,23357,175.210.159.190,21,icmp,RST,1.1824632091398581,92604,73305,254,32,2,5,ssh,2164494.93583689,5614643.057929808,127,140,1561,1612,58431679,31149103,980.8369222164883,705.8025512470695,3,2420,95.32431101320222,21.885164961752547,1422409429,1422408505,343.39566930691126,269.92482983905995,0.0,0.0015789588289556753,0.0,0,6,0,0,0,3,4,14,3,7,3,1,Normal,0
175.17.140.222,49533,175.41.251.121,25938,icmp,INT,10.192390172479485,52426,15795,60,130,4,0,-,3554945.2489867215,5885342.438644746,144,190,0,0,0,0,429.971005119355,89.36247205344866,2,3654,69.001152723131,74.87013701377856,1422125243,1422143860,322.89282434632025,392.50778475809324,0.006339081156225463,0.0007022149736432301,0.0,0,1,0,0,0,1,13,7,10,6,10,4,DoS,1
175.207.165.58,3855,175.20.208.219,21,udp,CON,28.84338488288059,98033,78827,254,126,3,0,smtp,4689831.667772865,5002359.819640892,103,196,0,606,93699106,0,904.8146468344676,602.5921009967251,4,4350,89.9220081728339,1.9549088825338417,1422111581,1422147030,100.08339258081068,19.269050630499077,0.01282085735630014,0.0081812461161966,0.0,0,6,0,0,0,1,19,4,11,7,2,18,Normal,0
175.12.91.117,16381,175.103.232.24,21,udp,INT,19.669799069790184,92437,22266,32,33,0,5,-,4577455.468779093,3681531.915459538,131,182,0,0,31447922,31800064,506.49901114506815,230.6752370565453,3,4183,60.30077402152915,19.256036158073698,1422484025,1422524553,201.38693336951349,389.36241944282716,0.0,0.0,0.0026732623918249835,0,2,0,0,0,19,5,6,5,3,1,14,Normal,0
175.135.47.126,51471,175.181.186.90,21,udp,INT,12.803814012473168,81894,89054,64,34,4,3,-,1669653.6301861585,5623576.421214456,176,118,327,247,0,107390568,311.5676491325223,565.1373881029062,2,2383,20.91471586636493,70.0034832877167,1422465924,1422486627,283.9355680383483,366.46661935179117,0.0,0.003900049146261448,0.0,0,2,0,0,0,3,17,7,9,4,8,9,Normal,0
175.123.91.213,65405,175.141.169.186,21,tcp,FIN,18.4596550366709,92055,6536,131,36,2,5,-,6165955.209163638,9956054.117593333,76,63,26924,29512,1509886170,2919570124,1165.1368814710822,438.43516329394606,3,1824,79.00250832238986,78.60269710808143,1422011968,1422036765,39.661648342216765,301.83197046248887,0.26286030596654286,0.22118345226241543,0.2282872822354731,0,4,0,0,0,2,20,7,8,10,2,7,Normal,0
175.122.124.141,5275,175.81.246.99,100,udp,REQ,24.338756393975114,77041,56135,254,132,4,5,-,2439233.312402059,6849264.335924875,22,195,30,0,76804006,77688151,3839.2832930800314,494.9155234986179,5,4801,80.92871142095368,14.408401257771613,1422410114,1422414167,162.8346659196991,37.32537903423039,0.0,0.0,0.0,0,3,0,0,0,6,9,13,3,10,2,20,Fuzzers,1
175.193.192.21,12849,175.68.178.31,21,udp,REQ,11.99311888243675,17829,93775,67,34,0,2,-,4521784.385954303,7186287.51029493,110,138,0,1744,23945729,34588252,25.55114275499814,561.2500246824511,3,1743,24.94921647421217,35.29476712201223,1422214866,1422228274,84.50449181242406,440.5801334517045,0.007933770195891353,0.00025887334891820245,0.0,0,6,0,0,0,4,1,14,20,1,4,7,Generic,1
175.86.180.44,62637,175.71.250.48,473,udp,REQ,29.983354,7247,69725,32,32,5,0,-,7545088.746515593,3880766.4246464563,164,61,631,427,0,6607058,0.92,833.5397614027542,0,1220,0.4603,49.957507373482315,1422318989,1422347916,39.09098093925534,328.4877429518542,0.01651972073019314,0.0054787796028756405,0.0,0,4,0,0,0,16,16,1,1,9,9,14,Normal,0
175.16.177.101,7920,175.89.234.250,515,icmp,REQ,14.086175599568353,91609,1,32,71,3,4,-,1074404.3949533978,3645246.925303812,66,47,0,0,36050247,21844633,1408.9302074499024,19.85798059707701,4,2034,26.941496303303275,45.9152040354891,1422279105,1422301927,173.22975124492407,245.38720220049052,0.0,0.0,0.008008789218141079,0,1,0,0,0,14,12,12,13,5,8,6,Exploits,1
175.239.63.234,50111,175.129.19.6,21,tcp,REQ,17.566938,71327,72356,32,128,4,0,-,3150469.7538,6677096.8584,182,17,41506,22560,181663929,2155369361,391.91,4256.24,4,2438,64.6584,59.7933,1422448457,1422466023,464.6305,197.5001,0.303055,0.296909,0.191664,0,5,0,0,0,3,7,15,19,8,2,14,Fuzzers,1
175.160.48.99,35382,175.75.164.21,21,icmp,REQ,18.23253028316275,94333,36623,37,254,3,1,http,7823449.779127082,2554967.940837659,42,96,0,0,74627078,0,2518.990128723389,647.7920271340129,0,3888,23.05025167835639,63.57494928682382,1422275375,1422281067,185.31163292184564,311.6244296583194,0.005166430358944348,0.004296914509917495,0.0,0,4,1,0,0,9,11,16,11,10,9,7,Normal,0
175.29.223.104,32265,175.221.78.107,567,udp,FIN,9.49431564689425,51241,15660,127,58,3,3,-,9178317.408628384,3928945.5026780176,55,107,47,289,54284256,0,792.1011446341522,0.01,3,1876,29.26823076993598,62.47546091225203,1422099143,1422122195,167.20101138352882,300.29088084893806,0.0,0.0,0.005870723577620812,0,4,0,0,0,12,3,4,3,2,1,5,Normal,0
175.62.250.118,40256,175.187.25.228,249,udp,INT,7.2061376358006,45794,89255,129,32,4,2,http,1795122.3920251068,3211054.839940687,3,113,0,658,13054596,51456015,8980.435821714032,720.9623724933085,2,2368,61.607569806887405,61.62438761073329,1422297066,1422312144,366.73883240227343,256.90297522988703,0.008165330422785503,0.0,0.0,0,3,1,0,0,6,3,18,4,3,3,16,Exploits,1
175.51.138.206,26986,175.120.221.220,21,icmp,CON,24.29679564299955,96145,20420,248,32,1,3,ssh,4853003.64110981,9999078.2851,159,130,0,0,0,15854790,526.9959218650888,0.01,4,2464,77.71514196386593,31.116445409581935,1422523160,1422536316,434.795585723244,22.679918724870316,0.0,0.0042798872670914345,0.006623230518430953,0,0,0,0,0,6,2,7,9,8,2,16,Normal,0
175.99.95.28,45998,175.156.217.65,1200,udp,FIN,17.391131348226153,83845,51946,126,34,3,3,-,6065813.659799813,8612795.029650163,84,13,546,29,39308532,88481460,1007.6431890638224,4218.2577260432245,2,2993,49.0812876740293,27.048753691884404,1422260679,1422294359,254.79295045407497,217.16112509991225,0.0009771200711202232,0.007240733532589521,0.0,0,4,0,0,0,1,3,4,19,3,4,14,Reconnaissance,1
175.128.42.96,43601,175.84.26.102,184,udp,FIN,20.778619417520176,29215,57312,35,32,0,1,-,4755972.671987705,1256252.5052708413,57,137,332,0,0,0,600.5777620916829,715.1662825129915,5,3729,1.2730786472616467,68.53418828992352,1422062254,1422071303,499.2959333902203,213.0411195158263,0.0,0.003077431037051651,0.004856549703310191,0,1,0,0,0,16,3,8,13,2,2,4,Normal,0
175.58.177.179,60104,175.203.65.199,31849,tcp,REQ,24.69243811329404,64205,77164,252,64,0,2,-,2694217.0869913166,1877246.1685497074,107,13,42723,33414,2907796230,1714250623,593.838134616165,5300.985247684179,3,3595,39.15328685178082,91.5629688795062,1422202112,1422233750,243.9958094522085,119.15246456437039,0.31854241635684827,0.022630317138204126,0.1261513574369949,0,1,0,0,0,19,6,18,7,2,10,20,Exploits,1
175.244.65.67,9351,175.4.79.169,451,udp,RST,17.735840325210447,37250,6776,132,67,5,4,-,4196093.774291494,4628840.992127299,114,86,0,0,0,32921509,33.161883772804,0.01,3,4126,29.342558411861493,92.00927983733133,1422467250,1422501636,485.6604187985948,435.5745118342284,0.0,0.0,0.003951093030311182,0,6,0,0,0,8,10,3,10,7,6,3,DoS,1
175.244.65.67,11051,175.4.79.169,21,udp,RST,16.12849361673271,35731,7398,134,59,5,4,-,4251335.407394066,4496217.01383148,116,90,0,0,0,32574510,251.29512032687472,139.050706420521,3,4058,27.62122525678437,94.98139821831444,1422471302,1422494084,471.9388717321071,433.7999421732731,0.016119522272931782,0.0,0.0047951805260861725,0,6,0,0,0,8,10,3,10,7,6,2,DoS,1
175.97.136.74,29778,175.253.195.34,21,tcp,CON,18.68694300306007,37023,94464,53,254,1,3,ssh,8064076.908175966,227982.6922233998,69,65,58889,32951,2077728064,102595201,536.9605234930824,1992.196179028509,1,2645,95.40241022343132,38.80097254120039,1422151085,1422171349,343.0976573842416,360.3315906382302,0.3676401790863321,0.0787917836576674,0.01939225928154452,0,0,0,0,0,2,11,8,17,6,10,19,Normal,0
175.179.208.177,44178,175.54.115.164,480,icmp,REQ,24.984946903052236,97803,24213,33,32,3,1,ssh,9099330.443549672,6908470.951877421,79,62,1161,0,0,41174462,1114.914597189732,89.03050170174032,3,2546,84.74379062041287,55.65590190567418,1422017303,1422063664,486.680560810895,109.26200093328536,0.0,0.0,0.0,0,0,0,0,0,1,10,4,8,3,2,3,Normal,0
175.156.107.32,65405,175.190.72.10,21,tcp,CON,12.953721381997171,57547,14400,35,251,0,2,ssh,3070856.347238344,4151239.795928641,19,14,35039,50258,2120092136,3693744328,2732.393798603417,963.9361362918578,3,3669,5.468412136252752,20.74625533057442,1422127490,1422129591,331.63477134290275,262.8754003412964,0.3233030277327908,0.014295006306190164,0.22504496273950977,0,0,0,0,0,20,11,9,19,4,1,11,Generic,1
175.51.226.181,40344,175.97.66.119,21,udp,FIN,27.692852108579224,93606,96616,125,32,1,5,-,7809480.422593607,557916.2749263558,1,102,0,356,14816326,13671881,30852.714141273118,758.475258118479,2,1885,97.03626472796476,76.17752619780694,1421945965,1421964020,100.00387201103098,439.0645051417273,0.006252839953142192,0.004972139534274519,0.009047031447582095,0,0,0,0,0,1,9,12,5,1,4,14,Exploits,1
175.11.245.71,33707,175.48.92.99,21,tcp,REQ,21.778264732380016,38424,73696,67,37,2,0,ssh,6833505.91656864,8582391.438598607,140,47,54244,2392,2163703640,2735137605,229.64377796851636,2010.4727205383015,1,976,16.588392950927787,60.374566374382354,1422129608,1422129999,0.7263,212.42361251121875,0.16007355308563773,0.01273016523135136,0.17443583604344234,0,5,0,0,0,6,3,18,10,1,2,4,Fuzzers,1
175.104.202.40,47482,175.228.118.187,349,tcp,INT,4.049757641609256,64189,12263,254,71,3,1,dns,8039958.629884887,1571297.7808297921,144,128,22945,37878,30515711,2657467259,485.2128325591159,155.34775896858972,0,1215,8.519692271992465,24.108986367049283,1422340283,1422345038,55.6393056261609,267.153869318546,0.34719567454790945,0.24384534481849096,0.1891025647399129,0,3,0,0,0,13,1,4,1,1,3,8,Normal,0
175.230.80.237,1443,175.90.204.74,34787,udp,REQ,9.674698610385544,61247,84424,65,32,3,4,dns,6581943.946707054,9783985.391223138,102,48,0,866,0,43215302,663.6436628772541,1718.0826458186177,5,221,60.739597915114885,16.45190680125916,1422454613,1422475090,499.4549,311.0535349668026,0.00014617512661219305,0.0,0.0,0,5,0,0,0,14,1,11,20,4,3,19,Normal,0
175.201.43.79,28299,175.107.176.55,415,tcp,FIN,25.565773777625235,18387,22872,61,58,4,2,http,1816732.0812003817,1669810.9136896725,149,20,59994,9625,247709430,490383677,80.82809061346038,1473.9699446750235,5,4734,48.09624388311297,30.981627823136918,1422064097,1422082942,328.73675822208855,118.87356794823842,0.13255922234430706,0.02098264909542897,0.062310137443866584,0,3,3,0,0,10,20,10,19,3,10,19,Normal,0
175.38.11.17,9734,175.101.227.208,6405,udp,FIN,25.099939010393083,46765,18220,32,253,0,1,dns,9174998.08487149,4508595.711418683,186,97,399,0,0,65429488,692.3243766573092,207.6401950809208,3,88,36.162190684963804,42.45176951031909,1422310552,1422333598,105.14764016045184,95.69396058016473,0.0,0.0,0.0,0,2,0,0,0,15,5,2,20,10,10,8,Normal,0
175.140.216.230,16003,175.192.178.118,21,udp,RST,9.156984510769245,66510,82185,254,33,0,4,dns,9997587.3285,9735596.00617558,91,150,733,1328,0,69870162,406.78019429914133,375.5541527548405,5,4844,58.990705054022,29.056817190493664,1422042094,1422055542,245.77244337994603,177.65871597232544,0.0,0.0,0.01373276929569655,0,2,0,0,0,11,9,9,10,4,3,17,Normal,0
175.241.250.230,37215,175.135.46.165,559,tcp,INT,11.035925099582556,48896,46794,64,254,0,2,-,4264568.6809853725,2560348.2553117983,65,150,7086,18932,2989741089,2382878672,1096.7147760875837,381.39606440708167,4,1951,55.51282346048576,83.4538231763642,1422482263,1422501111,198.8225844732064,265.76933606822115,0.42303071187678554,0.14966989787049942,0.25482307106388663,0,3,0,0,0,10,3,13,2,9,10,17,Normal,0
175.103.135.220,55322,175.248.179.87,628,udp,CON,23.140466186065243,22434,43801,32,32,1,4,-,2937061.320633413,5063183.999695643,163,142,253,952,0,0,282.28539265351003,466.1657833633777,2,4521,55.44067394481999,37.59575799228217,1422003793,1422032591,105.31659250476343,54.283802228338374,0.002854036238803629,0.0,0.005844295810475532,0,4,0,0,0,14,9,5,11,9,6,13,DoS,1
175.41.164.156,19047,175.75.33.33,53,icmp,REQ,17.560941,93383,42622,254,128,3,4,ftp,6054267.9154,991784.6168,180,30,0,0,0,0,518.79,1420.73,5,4516,72.084,21.5023,1422400903,1422418463,444.0455,206.9068,0.0,0.0,0.0,0,6,0,0,0,14,4,11,14,6,5,12,Fuzzers,1
175.69.153.83,11908,175.102.245.81,21,udp,INT,29.390648120264803,40860,95592,254,62,2,3,-,2954363.4898534087,7806869.597901066,94,33,0,227,4917023,37736317,360.89183062893045,2860.3406234557256,4,1652,60.497903478991326,53.836260661266124,1422503750,1422535908,20.570187705977336,367.4009158834775,0.011704582414838186,0.007663045113926684,0.0,0,5,0,0,0,7,15,10,3,7,8,5,Normal,0
175.86.2.81,48396,175.126.113.183,21,udp,INT,7.440285290413126,46172,16771,135,254,3,3,-,3727059.4453220856,3275041.204057022,143,25,0,0,0,62167498,361.88301942787115,938.8731811016485,1,4809,6.54684241389709,27.918799023213264,1422064023,1422073728,441.68351840728496,107.09804165463144,0.006698946368413029,0.0,0.0,0,5,0,0,0,3,3,1,17,1,10,19,Normal,0
175.234.235.230,18310,175.14.246.30,75,udp,CON,19.050121318163605,30373,87570,70,131,3,2,-,5113720.870353013,15809.1723,65,64,2083,124,45386716,18058680,490.3842999686377,1054.2086627109445,2,722,39.001865440282934,74.68324072582016,1422291962,1422292879,32.97717566155038,456.4927153413607,0.0,0.0,0.004512354798702868,0,3,0,0,0,11,12,7,19,5,3,7,Normal,0
175.190.173.107,31336,175.3.161.221,1663,icmp,INT,25.0107368121349,79607,68265,37,61,3,3,http,5622710.450811377,5320604.226295398,190,87,1010,0,79121841,490118,231.00075633864435,678.2093968229894,0,178,77.70784826641513,61.02114767280095,1422212902,1422216931,160.87281420168995,413.01288815828985,0.009273061884887513,0.0,0.0,0,2,0,0,0,4,2,10,5,5,7,4,Normal,0
175.191.69.118,17517,175.99.183.250,353,udp,CON,4.5077015536838925,90260,76438,32,138,1,0,-,8524121.71963696,4343940.937585518,43,200,123,0,0,0,2212.284043891399,498.0520559965477,2,1813,88.04460432780944,58.587553235325544,1422104349,1422095155,298.8820381516702,280.7404210440612,0.01774170877630512,0.0,0.0,0,1,0,0,0,3,14,18,16,4,10,16,Normal,0
175.73.146.164,57618,175.89.198.66,90,icmp,INT,23.081963691616796,55677,40301,58,34,3,3,ssh,7117750.330032551,5506763.6979419,55,104,0,0,59120794,45793277,1073.2154013671354,230.24340195827705,1,2769,21.0895762917047,41.039381926405134,1422369597,1422402308,215.1640055513733,228.26923567387098,0.007880319630359678,0.003673951353417441,0.0014984932248104435,0,3,0,0,0,15,12,11,11,7,3,17,Normal,0
175.79.54.43,27813,175.230.238.81,21,tcp,RST,10.593128444779873,24539,60787,126,254,2,0,ftp,968876.4689947672,7808116.91885235,80,184,5343,27700,1389333274,1533075078,892.0295039222772,439.5779402015352,4,459,64.47698134557594,25.15711739488123,1422095002,1422119075,12.368655757077535,220.34912234508508,0.22725045113877826,0.22781963941835948,0.07451359132362065,0,3,0,1,1,4,1,2,8,3,4,13,DoS,1
175.169.181.17,4030,175.76.143.216,21,icmp,FIN,18.697660399651955,23809,75855,253,72,4,0,ssh,8981187.98583911,7471866.588548683,184,81,268,0,88135416,0,165.09393061737484,770.1597240224352,5,162,24.946060177248377,9.508930671746064,1422190680,1422186567,181.4564932947659,410.5266843211258,0.005266321364260238,0.0,0.0034597814704848662,0,2,0,0,0,7,17,10,6,2,6,2,Normal,0
175.142.74.24,51823,175.165.65.47,21,tcp,RST,9.956643074933035,56676,64412,253,130,1,5,-,9126271.000418691,3759150.8903268795,142,132,64546,29764,1565372127,3325233106,766.1611956147068,622.1240438058821,5,768,25.73384657047809,0.0036,1421937160,1421948810,179.1086808540651,221.39946399405378,0.06472758740469765,0.03633570490868814,0.2764197655202672,0,2,0,0,0,5,10,15,5,9,7,8,Normal,0
175.64.46.45,6146,175.104.120.130,53,icmp,CON,14.012227,21556,94591,64,64,3,1,ssh,6058512.3486,3031007.0727,148,115,0,0,0,0,145.65,822.53,5,1649,27.1861,78.1289,1422011316,1422025328,475.5066,179.791,0.0,0.0,0.0,0,3,0,0,0,6,16,15,14,9,10,14,DoS,1
175.213.146.225,9201,175.216.6.134,348,udp,RST,5.16550901612122,90049,7023,62,127,1,2,-,6631777.161601737,1359069.8837921335,19,175,296,0,68101992,0,5388.2183608613,0.01,2,1647,76.92182876215664,1.7569886523027882,1422414199,1422415620,46.7870190076618,440.5373741652159,0.0,0.0019607081513139868,0.0,0,5,0,0,0,18,8,18,13,4,9,10,Normal,0
175.183.224.245,54353,175.137.47.96,744,icmp,CON,3.5598037142087944,51737,57985,126,252,5,3,-,8131396.842800063,6396046.445139312,40,25,249,0,0,110944844,1224.9560839812486,1864.2939777339657,1,499,98.17484686194622,85.83084827367304,1422043967,1422040888,220.4456969899928,302.2077414791591,0.0,0.0,0.0,0,6,0,0,0,19,15,6,20,7,6,20,Normal,0
175.193.126.27,50664,175.167.98.211,207,udp,INT,2.8356126882016888,95850,54643,250,35,0,0,smtp,4212704.21627332,1119565.094142536,59,115,0,86,36788868,0,1624.4063821625286,105.6229497466802,0,3141,68.42827651851015,40.05956251490389,1422514961,1422525474,263.3850720344648,192.24323470261714,0.009743253224882172,0.0013560396067545052,0.0,0,2,0,0,0,19,16,14,15,8,7,6,Normal,0
175.216.183.170,40698,175.206.5.179,21,udp,REQ,11.483826416969563,23894,39507,249,249,5,4,ftp,5887261.439459735,6860764.307361062,6,125,852,342,2579184,56447351,3132.6057862635685,424.34030784038197,2,2669,1.3117470056737928,69.22435621983121,1422317500,1422344601,373.37607740076623,389.9785456126086,0.0,0.004314698580791216,0.004650375137015633,0,3,0,0,0,20,12,16,1,7,1,17,Normal,0
175.104.202.40,48354,175.228.118.187,473,tcp,INT,3.909606600188319,61784,10393,251,66,3,1,dns,8094127.679208657,1846404.8333891334,147,125,23927,36906,34893201,2622285972,534.5122595412214,0.01,0,1095,7.36012704869284,23.586917285104505,1422349208,1422348937,53.66893572530484,272.423972900056,0.35729909039842794,0.24574339370342263,0.18537650358046098,0,3,0,0,0,13,1,4,1,1,3,9,Normal,0
175.241.250.230,36334,175.135.46.165,577,tcp,INT,11.186946248241833,48497,49637,61,254,0,2,-,4216742.689169363,2602333.913127411,66,146,7319,18589,2837684171,2332265026,933.2259388663591,456.56931171797646,4,1953,55.27602477224676,85.13505212477257,1422476838,1422485942,215.03409938784895,280.90370472782524,0.43064562000766554,0.15025618754185982,0.2662036072343217,0,3,0,0,0,9,3,13,2,9,10,17,Normal,0
175.123.136.137,57713,175.28.112.148,64400,tcp,FIN,11.643466482165897,21293,23735,59,133,5,5,ssh,3535663.4960845304,6197439.584914069,179,180,44751,18679,1286131433,2066244054,25.119438573404466,121.55272895451526,0,482,22.776816255055465,21.060828411349487,1422461469,1422495019,241.57476867911916,176.82362903816556,0.30725555907102425,0.24125663436730824,0.1006260964575037,0,1,0,0,0,11,2,1,4,10,3,4,Exploits,1
175.139.138.6,45872,175.245.32.188,21,tcp,CON,1.6603685022651495,91759,50231,33,32,3,3,-,8237957.755564541,4245160.4967045635,6,148,6864,7788,3767991393,3067433606,22153.310378417442,600.7797584392347,5,4016,20.544958653778718,26.153195502996002,1422224365,1422213018,490.1021917803714,99.0252918672793,0.3406007289502703,0.24026716054142244,0.29728758555259055,0,0,0,0,0,19,14,19,16,4,1,10,Normal,0
175.255.237.46,47723,175.164.191.135,21,udp,RST,27.852363933009784,61815,35092,254,32,1,1,-,9046321.205563815,4633875.824121557,60,104,0,268,83585226,85184642,1014.5358009053401,428.8115830501234,1,2460,43.670284147312984,37.62822079281034,1422102363,1422120621,460.52969613154147,184.46262835712486,0.001921739522235865,0.0,0.0,0,4,0,0,0,3,4,3,10,8,9,12,Generic,1
175.127.30.32,62223,175.8.185.233,982,tcp,INT,16.12196358027607,82800,58471,128,254,2,4,http,788068.4653146814,4187693.0545994504,171,200,45713,49169,1196684243,3642974813,306.71362987006194,131.00385792339063,1,2070,46.31586511580834,11.497306728793328,1422177457,1422212058,231.6204189618954,1.366,0.01371431151917827,0.022607135960245515,0.03561105451059339,0,6,4,0,0,5,2,7,1,7,9,8,Exploits,1
175.69.85.13,9744,175.240.79.217,16108,icmp,FIN,19.679555063674485,48814,77075,129,251,1,3,-,1705130.6468376417,992798.2096771714,61,42,77,0,0,0,1035.7924999073762,1646.5905121129008,5,4969,76.13657491262519,7.5943718925891055,1422328717,1422360301,64.29084025683743,145.2614661389292,0.0,0.005007362574734579,0.0025311928080706952,0,4,0,0,0,16,13,18,18,7,9,15,Backdoor,1
175.142.74.24,52777,175.165.65.47,21,tcp,RST,8.862191021822813,55676,64754,251,127,1,5,-,9357788.539051756,3954399.883973928,138,122,63257,30358,1653793822,3236662308,204.04856802913335,870.9333556321942,5,734,22.587656561758568,2.262813529484169,1421942415,1421953910,181.85715322799138,238.34315936396627,0.06116724002231266,0.027769554971778694,0.270760961444275,0,2,0,0,0,5,10,15,5,9,7,7,Normal,0
175.81.240.180,7750,175.143.127.250,1255,icmp,RST,27.2449332776928,16140,97812,39,66,3,3,-,3955335.5513919154,2248229.911893651,7,153,564,0,116588683,146208780,2203.6818125940513,641.2919203394705,5,3044,94.26530076812962,58.4078046577549,1422110729,1422146635,218.31754764352638,5.368430275763557,0.0005309579104758036,0.0009581589431747114,0.0007678559645478188,0,3,0,0,0,19,12,11,3,6,2,6,Normal,0
